BUSLVMAR1,495722.2072788707,1099268.773223331
BUSLVMAR2,494367.71191748406,1099315.2059273776
BUSLVMAR3,499301.9540985335,1099791.005287867
BUSLVMAR4,494347.7313094642,1099209.905831268
BUSLVMAR5,494348.02801345976,1099207.1693832667
BUSLVMAR6,494347.04478146136,1099216.2379272727
BUSLVMAR7,494346.1364294598,1099224.616231285
BUSLVMAR8,494345.13361345977,1099233.8649992924
BUSLVMAR9,495802.54658924846,1099241.4006736882
BUSLVMAR10,495795.62379094306,1099243.1448073033
BUSLVMAR11,495788.85380693525,1099244.9615113046
BUSLVMAR12,495690.911598837,1099246.4545033071
BUSLVMAR13,495690.11870283866,1099242.127015302
BUSLVMAR14,495774.64350292087,1099248.6856073104
BUSLVMAR15,495771.3923029201,1099249.5375753064
BUSLVMAR16,495768.3016149145,1099250.3474953119
BUSLVMAR17,494342.70039745513,1099256.3067273162
BUSLVMAR18,495744.0120788915,1099257.2077193167
BUSLVMAR19,495734.65387088154,1099259.6991753224
BUSLVMAR20,495718.57860686723,1099263.3577993233
BUSLVMAR21,495694.5085908401,1099269.805607332
BUSLVMAR22,494341.0225734534,1099271.7803913336
BUSLVMAR23,495673.0106068179,1099275.8185993358
BUSLVMAR24,495659.70462280436,1099279.4417033382
BUSLVMAR25,495651.79403079767,1099281.523431342
BUSLVMAR26,495640.3274067863,1099284.5407753417
BUSLVMAR27,495635.26187078055,1099285.873831345
BUSLVMAR28,495629.557422773,1099287.3750153482
BUSLVMAR29,494339.0486214543,1099289.147623349
BUSLVMAR30,495617.28772676084,1099290.6036873497
BUSLVMAR31,495613.727982757,1099291.5405193549
BUSLVMAR32,494328.94922944345,1099303.0337033663
BUSLVMAR33,494325.29367743834,1099302.7289993633
BUSLVMAR34,494337.1476294533,1099303.7172233646
BUSLVMAR35,494340.09137345664,1099303.962599367
BUSLVMAR36,494353.1283014687,1099305.2685193643
BUSLVMAR37,494363.02487747726,1099306.2863113657
BUSLVMAR38,494366.7775174803,1099306.6722313687
BUSLVMAR39,494379.3338694945,1099307.963623371
BUSLVMAR40,494385.3480134988,1099308.582119368
BUSLVMAR41,494394.27908550977,1099309.5005193688
BUSLVMAR42,494399.17118151416,1099310.0036873706
BUSLVMAR43,494408.37207752536,1099310.949991375
BUSLVMAR44,494415.5882695312,1099311.6920713726
BUSLVMAR45,494416.53079753026,1099311.7890313752
BUSLVMAR46,494409.93770952633,1099339.347111402
BUSLVMAR47,494363.2090054787,1099345.6829834057
BUSLVMAR48,494361.4789184751,1099345.550655704
BUSLVMAR49,494361.5777734742,1099345.84618341
BUSLVMAR50,494365.12868548,1099345.9035274088
BUSLVMAR51,494365.88106948324,1099345.989927411
BUSLVMAR52,494409.2621895233,1099346.1741194092
BUSLVMAR53,494369.73041348625,1099346.4321034048
BUSLVMAR54,494376.5263814889,1099347.212775413
BUSLVMAR55,494389.7252935038,1099348.7289994098
BUSLVMAR56,494408.792685524,1099350.919271417
BUSLVMAR57,494408.4431815222,1099354.450471418
BUSLVMAR58,494407.87722952385,1099360.1711114254
BUSLVMAR59,494407.2970695244,1099365.9622794297
BUSLVMAR60,494406.76260552247,1099369.9430154301
BUSLVMAR61,494398.2136135132,1099376.2484874409
BUSLVMAR62,494392.07697350625,1099376.6543754376
BUSLVMAR63,494384.60938949906,1099377.1483914403
BUSLVMAR64,494381.7425734965,1099377.3380874395
BUSLVMAR65,499420.40837065503,1099741.533671813
BUSLVMAR66,499423.9091066597,1099741.3549838122
BUSLVMAR67,499401.54328263644,1099742.4968078155
BUSLVMAR68,499390.1169786239,1099743.0802318156
BUSLVMAR69,499384.86840261985,1099743.3481998146
BUSLVMAR70,499374.9604986101,1099743.853991814
BUSLVMAR71,499372.3443066068,1099743.9874958154
BUSLVMAR72,499365.4836986,1099746.145831816
BUSLVMAR73,499356.4118905901,1099748.99959182
BUSLVMAR74,499343.6751225786,1099753.0063758232
BUSLVMAR75,499338.5674745701,1099754.6132238247
BUSLVMAR76,499325.9827705585,1099761.6959118303
BUSLVMAR77,499317.59717054904,1099772.5508238466
BUSLVMAR78,499314.7985145496,1099776.1736718528
BUSLVMAR79,499426.5827066598,1099780.5634958537
BUSLVMAR80,499432.97387467045,1099780.0212238524
BUSLVMAR81,499416.5459706532,1099781.4152078498
BUSLVMAR82,499310.26507454365,1099782.0420238506
BUSLVMAR83,499408.7380986437,1099782.077671852
BUSLVMAR84,499401.28920263454,1099782.7097998576
BUSLVMAR85,499391.71480262803,1099783.5222798565
BUSLVMAR86,499375.2879226105,1099784.9161998555
BUSLVMAR87,499363.0433785962,1099786.0351118594
BUSLVMAR88,499356.7914105933,1099786.6063758582
BUSLVMAR89,499345.1702265786,1099787.6683278605
BUSLVMAR90,499332.35889856704,1099788.8390158638
BUSLVMAR91,499307.716210539,1099791.2029838655
BUSLVMAR92,499321.27013055235,1099792.1485198624
BUSLVMAR93,499311.26699454384,1099798.7110158706
BUSLVMAR94,499302.9766265333,1099804.1499278785
BUSLVMAR95,499247.2100984799,1099805.3508238792
BUSLVMAR96,499245.0924024767,1099796.9777038693
BUSLVMAR97,499296.5597945303,1099808.359591879
BUSLVMAR98,499250.417586484,1099818.0328078903
BUSLVMAR99,499283.7814265164,1099818.0365838911
BUSLVMAR100,499271.4250745028,1099828.7522959001
BUSLVMAR101,499256.41982648853,1099841.7652239166
BUSLVMAR102,499233.3795064651,1099853.4321039282
BUSLVMAR103,499224.52933045477,1099857.9135119338
BUSLVMAR104,499401.8874746384,1099737.7327118106
BUSLVMAR105,499390.616626624,1099738.9624078088
BUSLVMAR106,499374.62251460925,1099740.5901198126
BUSLVMAR107,499428.8390906649,1099748.3691278193
BUSLVMAR108,499419.2591866562,1099748.6484238207
BUSLVMAR109,499404.8534266399,1099749.351719819
BUSLVMAR110,499386.537202619,1099751.130983822
BUSLVMAR111,499335.75653056893,1099750.2498958241
BUSLVMAR112,499338.22949057166,1099749.2008718215
BUSLVMAR113,499347.68401858397,1099755.8580878247
BUSLVMAR114,499345.22091458086,1099758.1366158295
BUSLVMAR115,499303.5990905352,1099772.0539278444
BUSLVMAR116,499300.4936825335,1099771.809383843
BUSLVMAR117,499301.1933305338,1099768.7405838408
BUSLVMAR118,499304.7146105366,1099768.9798798393
BUSLVMAR119,499443.3373306822,1099776.6719758473
BUSLVMAR120,499446.17080268264,1099776.6363278478
BUSLVMAR121,499301.50558653567,1099780.4834958557
BUSLVMAR122,499297.6541305296,1099778.3842958491
BUSLVMAR123,499415.03320265,1099778.7521038502
BUSLVMAR124,499297.3005305305,1099781.7577998545
BUSLVMAR125,499406.9443066418,1099779.19728785
BUSLVMAR126,499344.7167225778,1099783.9080078583
BUSLVMAR127,499344.82072257716,1099780.752679849
BUSLVMAR128,499372.420786608,1099781.5428878516
BUSLVMAR129,499375.3450746089,1099780.9560718518
BUSLVMAR130,499361.1649785936,1099783.6914958581
BUSLVMAR131,499356.007602592,1099784.4328078572
BUSLVMAR132,499330.698418566,1099786.0461838618
BUSLVMAR133,499333.1980025666,1099785.6399118584
BUSLVMAR134,499321.1779065551,1099786.9355278574
BUSLVMAR135,499287.698994522,1099801.656871874
BUSLVMAR136,499283.9743225174,1099799.815015871
BUSLVMAR137,499250.27902648225,1099805.3665038794
BUSLVMAR138,499240.79992247093,1099817.0808718912
BUSLVMAR139,499265.2700024964,1099821.1115278937
BUSLVMAR140,499216.0922104465,1099850.1899919286
BUSLVMAR141,499216.96817844827,1099847.6886159256
BUSLVMAR142,494354.77700546756,1099197.7656072564
BUSLVMAR143,494335.5428294493,1099218.6543752775
BUSLVMAR144,494338.25610945,1099231.4029832892
BUSLVMAR145,495792.21111894026,1099236.2201992944
BUSLVMAR146,495797.01271894574,1099234.7503112927
BUSLVMAR147,495775.20683092345,1099239.0607752986
BUSLVMAR148,495787.2906069355,1099236.4888072945
BUSLVMAR149,495682.71902283,1099248.60848731
BUSLVMAR150,495764.2655829126,1099241.7103753034
BUSLVMAR151,495802.58180695213,1099252.178023314
BUSLVMAR152,495790.7626709379,1099254.056295311
BUSLVMAR153,495809.21361495834,1099254.5974793136
BUSLVMAR154,495808.3211989552,1099255.0710793156
BUSLVMAR155,495806.57169495523,1099256.1759113185
BUSLVMAR156,494338.9007174531,1099251.3910793103
BUSLVMAR157,495805.6968789557,1099256.7019913178
BUSLVMAR158,495804.8746069521,1099257.1929993145
BUSLVMAR159,495804.0872149542,1099257.5965193193
BUSLVMAR160,495776.9226709241,1099257.9951113183
BUSLVMAR161,495803.22987095267,1099258.0699913166
BUSLVMAR162,495802.3199829506,1099258.4911113176
BUSLVMAR163,495801.5178709524,1099258.8166793175
BUSLVMAR164,495726.0513748722,1099251.995879311
BUSLVMAR165,495765.77963091526,1099261.3577993214
BUSLVMAR166,495741.157422889,1099267.8817033302
BUSLVMAR167,495650.1482067974,1099268.650407331
BUSLVMAR168,495644.5654867878,1099265.3604233246
BUSLVMAR169,495644.65892678965,1099262.151911324
BUSLVMAR170,495646.3958227895,1099259.9789833222
BUSLVMAR171,495647.83748679236,1099259.609319318
BUSLVMAR172,495651.0049107969,1099260.1501193233
BUSLVMAR173,495652.7643987974,1099262.5389833227
BUSLVMAR174,494335.9757254487,1099267.7981193326
BUSLVMAR175,495627.2943187738,1099275.2998153344
BUSLVMAR176,495623.5418707691,1099272.9828873314
BUSLVMAR177,495624.67300676927,1099271.5519753322
BUSLVMAR178,495626.25188677013,1099270.8950793296
BUSLVMAR179,495628.2296787724,1099270.6863113325
BUSLVMAR180,495670.73207881674,1099284.6747913454
BUSLVMAR181,494337.03658945207,1099288.908391349
BUSLVMAR182,495615.4977107607,1099278.8472073395
BUSLVMAR183,495616.5796947591,1099299.3597833607
BUSLVMAR184,494340.2819014536,1099312.545831373
BUSLVMAR185,494352.8045254657,1099313.5188873764
BUSLVMAR186,494372.5492934892,1099318.9154953826
BUSLVMAR187,494327.34897344373,1099320.2024073824
BUSLVMAR188,494383.4883014979,1099321.102311382
BUSLVMAR189,494328.77418944426,1099322.7281033862
BUSLVMAR190,494326.9953094395,1099322.9314313848
BUSLVMAR191,494352.6182214655,1099339.8616714012
BUSLVMAR192,494349.37866946496,1099337.7185033988
BUSLVMAR193,494349.46372546256,1099340.352487402
BUSLVMAR194,494349.01182146464,1099344.5970954075
BUSLVMAR195,494360.492269475,1099338.6123274006
BUSLVMAR196,494368.3400134817,1099340.0255114045
BUSLVMAR197,494375.91498949006,1099341.4006794058
BUSLVMAR198,494348.01911745965,1099348.3391754106
BUSLVMAR199,494417.33898953535,1099348.7062154114
BUSLVMAR200,494348.71710146405,1099354.391399417
BUSLVMAR201,494416.0586055303,1099355.5570314173
BUSLVMAR202,494415.8001735341,1099361.838375425
BUSLVMAR203,494365.8006214788,1099366.6045834273
BUSLVMAR204,494415.45610953216,1099368.0082954299
BUSLVMAR205,494392.5971015068,1099392.9656074587
