BUSMVMAR1,495314.2438224147,1099921.09149608
BUSMVMAR2,494827.3830219507,1099206.4946952648
BUSMVMAR3,494994.97649412416,1099181.20522324
BUSMVMAR4,494475.13009359315,1099184.088807242
BUSMVMAR5,495305.3823184408,1099391.1625994518
BUSMVMAR6,498306.21561384154,1099463.7667813075
BUSMVMAR7,498339.652913549,1099461.369895529
BUSMVMAR8,495462.00388660375,1099467.202023534
BUSMVMAR9,495462.88439860195,1099467.3611915298
BUSMVMAR10,497845.20433742553,1099470.3238117434
BUSMVMAR11,497846.43819304556,1099470.5727755353
BUSMVMAR12,498203.88920141105,1099471.4767755363
BUSMVMAR13,498250.36459345836,1099464.3526155297
BUSMVMAR14,495555.41617469955,1099479.0296715423
BUSMVMAR15,497787.03940898273,1099479.1604875457
BUSMVMAR16,497898.9091690965,1099481.160807548
BUSMVMAR17,498141.495281348,1099490.945575554
BUSMVMAR18,497595.7046247879,1099509.901031576
BUSMVMAR19,497751.4637289448,1099485.266023552
BUSMVMAR20,496781.40843195654,1099515.9291915838
BUSMVMAR21,496805.7738719778,1099522.8849035874
BUSMVMAR22,497540.38097673,1099530.0335755963
BUSMVMAR23,495301.9619024405,1099530.7135755979
BUSMVMAR24,495645.7688787924,1099532.6399756037
BUSMVMAR25,497532.7914087232,1099534.318695601
BUSMVMAR26,496855.9132000292,1099539.269223608
BUSMVMAR27,495791.6397269415,1099549.155495612
BUSMVMAR28,495883.6157910349,1099539.2425996084
BUSMVMAR29,498470.7057136828,1099555.7017996255
BUSMVMAR30,495954.3777111061,1099556.0095756259
BUSMVMAR31,495684.73579083104,1099556.1446796209
BUSMVMAR32,496889.6911840625,1099557.3526156247
BUSMVMAR33,496706.0619998779,1099567.284007633
BUSMVMAR34,496008.83287916426,1099572.4360076375
BUSMVMAR35,496009.6339031644,1099572.6210956406
BUSMVMAR36,496044.9608151987,1099581.0742156506
BUSMVMAR37,496045.3031511996,1099581.161319647
BUSMVMAR38,496974.4045281522,1099601.3864716701
BUSMVMAR39,496655.25867182575,1099604.589287676
BUSMVMAR40,497383.54219257087,1099606.541479675
BUSMVMAR41,496652.14199982304,1099606.799911674
BUSMVMAR42,496985.9386721626,1099607.2561036758
BUSMVMAR43,497003.2719201837,1099616.0765836854
BUSMVMAR44,498541.7124977559,1099636.7293197084
BUSMVMAR45,496607.5672797756,1099639.1041037068
BUSMVMAR46,497049.3517922284,1099640.3752717096
BUSMVMAR47,497077.3896802552,1099653.5643277224
BUSMVMAR48,497232.8605924146,1099670.4027917385
BUSMVMAR49,497225.15652840585,1099673.7368717436
BUSMVMAR50,497183.1617123643,1099689.442407759
BUSMVMAR51,496531.0923996987,1099693.4877837673
BUSMVMAR52,496288.4015194485,1099698.60848777
BUSMVMAR53,496507.5416796738,1099705.0456717778
BUSMVMAR54,496339.1935835006,1099717.09303179
BUSMVMAR55,498524.0716017373,1099770.8226958439
BUSMVMAR56,495308.3505744459,1099822.9814798962
BUSMVMAR57,495335.2753104707,1099855.9817999303
BUSMVMAR58,498758.7560179783,1099856.7933839336
BUSMVMAR59,498760.2872179784,1099856.2630159315
BUSMVMAR60,498806.47947402764,1099857.217831932
BUSMVMAR61,498634.06942585204,1099875.6184719522
BUSMVMAR62,498664.46987388283,1099873.29968795
BUSMVMAR63,498560.76401777565,1099877.3026959542
BUSMVMAR64,498714.04280111374,1099869.641498547
BUSMVMAR65,498724.38827394275,1099868.6975759424
BUSMVMAR66,498735.2917671402,1099867.1416201908
BUSMVMAR67,494476.5686855931,1099214.698919274
BUSMVMAR68,494476.5361095937,1099215.0536072757
BUSMVMAR69,495814.17419096455,1099240.292711299
BUSMVMAR70,495815.12772696465,1099242.0504072998
BUSMVMAR71,495816.08132696524,1099243.808295304
BUSMVMAR72,494472.04548558965,1099263.938727323
BUSMVMAR73,494474.02839759085,1099264.154279327
BUSMVMAR74,494476.02167759277,1099264.370983325
BUSMVMAR75,495721.3000788698,1099264.8777993247
BUSMVMAR76,495721.7535828687,1099266.8249993287
BUSMVMAR77,495722.20727887005,1099268.7732233312
BUSMVMAR78,495696.5640788423,1099271.7862793338
BUSMVMAR79,495637.2477267841,1099287.6273033451
BUSMVMAR80,495554.349294696,1099309.541671371
BUSMVMAR81,494467.60247758497,1099310.0283913687
BUSMVMAR82,494483.92618960235,1099306.5051273666
BUSMVMAR83,494368.8264774829,1099311.3647753727
BUSMVMAR84,494368.27159748226,1099313.2770953756
BUSMVMAR85,495509.6500306502,1099314.943015378
BUSMVMAR86,494367.7119174842,1099315.2059273776
BUSMVMAR87,495500.6346066417,1099316.0484873764
BUSMVMAR88,495449.98468659166,1099320.7700873818
BUSMVMAR89,495448.2447825894,1099320.9478793833
BUSMVMAR90,495446.24951858446,1099321.087015383
BUSMVMAR91,495456.21700659767,1099443.7581195086
BUSMVMAR92,499306.2365305396,1099784.5506318565
BUSMVMAR93,499301.579378536,1099787.0996878613
BUSMVMAR94,499301.95409853384,1099791.005287867
BUSMVMAR95,499307.1766265407,1099797.1071758699
BUSMVMAR96,499363.6296185963,1099783.8696078546
BUSMVMAR97,499114.51761834323,1099854.47171993
BUSMVMAR98,499099.6909943251,1099850.1094159223
BUSMVMAR99,498902.99371412396,1099855.3700239286
BUSMVMAR100,498906.3791221315,1099852.9823759291
BUSMVMAR101,498897.94328212086,1099855.5176719278
BUSMVMAR102,498856.8284020815,1099856.7199759334
BUSMVMAR103,498809.3491060296,1099857.7234959304
BUSMVMAR104,499122.92342151754,1099857.1363842653
BUSMVMAR105,499123.80827693007,1099856.5112625312
BUSMVMAR106,499123.70838463714,1099855.1650102246
BUSMVMAR107,499202.0049784351,1099859.9428239372
BUSMVMAR108,499063.6353142895,1099897.2143119741
BUSMVMAR109,499066.29560229275,1099896.994983973
BUSMVMAR110,499066.239986293,1099900.5887759738
